"Collection Name","Title#1","Subtitle#1","Alternative Title#1","Alternative Title#1$2","Alternative Title#1$1","Alternative Title#1$4","Alternative Title#1$3","Title#2","Name Part#1","Name Part Date#1","Name Display Form#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Name Part#2","Name Part Date#2","Name Display Form#2","Name Role Term Text#2","Name Authority#2","Name Part#3","Name Part Date#3","Name Display Form#3","Name Authority#3","Name Part#4","Name Part Date#4","Name Display Form#4","Name Authority#4","Name Part#5","Name Display Form#5","Name Authority#5","Type of Resource#1","Genre#1","Genre Authority#1","Genre Type#1","Place Term#1","Place Term Type#1","Place Term Authority#1","Publisher#1","Publisher#1$1","Publisher#1$2","Date Issued#1","Date Issued#1$1","Date Issued#1$2","Date Created#1","Date Captured#1","Edition#1","Place Term#2","Place Term Type#2","Place Term Authority#2","Publisher#2","Date Issued#2","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Physical Description Note#1","Note#1","Note#2","Note#3","Note#4","Note#5","Note#6","Note#7","Note#8","Note#9","Note#10","Note#11","Subject Topic#1","Subject Topic#1$4","Subject Topic#1$3","Subject Topic#1$6","Subject Topic#1$5","Subject Topic#1$8","Subject Topic#1$7","Subject Topic#1$9","Subject Topic#1$2","Subject Topic#1$1","Subject Authority#1","Subject Geographic#1","Subject Geographic Authority#1","Subject Temporal#1","Subject Temporal Authority#1","Subject Title Info#1","Subject Name#1$1","Subject Name#1$2","Subject Geographic Code#1","Subject Geographic Code Authority#1","Subject Genre#1$2","Subject Genre#1$1","Subject Genre#1$3","Subject Genre#1","Subject Genre Authority#1","Subject Cartographics Scale#1","Subject Cartographics Scale#1$1","Subject Cartographics Scale#1$2","Subject Cartographics Coordinates#1$1","Subject Cartographics Coordinates#1$2","Subject Cartographics Coordinates#1","Subject Geographic#2","Subject Geographic Authority#2","Subject Geographic#3","Subject Geographic Authority#3","Subject Geographic#4","Subject Geographic Authority#4","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Identifier#1","Identifier Type#1","Identifier URI#1","Physical Location#1","Physical Location Type#1","Shelf Identifier#1","Location URL#1","Rights#1","Rights#2","Rights#3","Rights#4","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Colorado Historical Maps","Pikes peak and vicinity","","Topographic map of Pikes Peak and vicinity, Colorado","","","","","","Geological Survey (U.S.)","","Geological Survey (U.S.)","","","http://id.loc.gov/authorities/names/n80092173","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Washington (D.C.)","Geographic","http://id.loc.gov/authorities/names/n79018774","The Survey","","","1956","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 66 x 75 cm","reformatted digital","","Contents: Verso: The geologic story of Pikes Peak and the surrounding region. Topography -- Geology -- Geologic time -- Geologic history -- Suggested reading.","Relief shown by shading, contours and spot heights.","""This map is available in both shaded relief and contour editions.""","""Interior-Geological Survey, Washington, D.C.-1957-NS-MR-4183.""","Includes text, pictures, diagrams, and notes on verso.","Includes bibliographical references.","","","","","","","","","","","","","","","","","Pikes Peak (El Paso, Colorado, United States, North America) (summit)","GNIS: 204770","","","","","","","","Physical maps","Maps","","","lcgft","Scale 1:62,500","","","","","W 105°12'--W 104°41'/N 39°03'--N 38°42'","El Paso County (Colorado, United States, North America) (civil)","GNIS: 198135","Teller County (Colorado, United States, North America) (civil)","GNIS: 198175","Colorado Springs (El Paso, Colorado, United States, North America) (populated place)","GNIS: 204797","","","","","maps_coHistorical_pikesPeak_001_front_d.jp2","local","Catalog record: http://libraries.colorado.edu/record=b9009343~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4312.P5C2 1956 .U5","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","15","4545","maps_coHistorical_pikesPeak_001_back_d.jp2|maps_coHistorical_pikesPeak_001_front_d.jp2",""
"Colorado Historical Maps","Plan, profile, and damsites, Navajo River, Colorado and New Mexico, mouth to vicinity of Fall Creek ; Rio Amargo to mile 15.6","","","Navajo River, Colorado and New Mexico, mouth to vicinity of Fall Creek ; Rio Amargo to mile 15.6"," Navajo River, Colorado and New Mexico, 1955","","","","Geological Survey (U.S.)","","Geological Survey (U.S.)","","","http://id.loc.gov/authorities/names/n80092173","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Washington (D.C.)","Geographic","http://id.loc.gov/authorities/names/n79018774","Interior--Geological Survey","","","1955-58","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","6 maps : color ; each 46 x 64 cm","reformatted digital","","Relief shown by contours and spot heights","Sheet 5 includes: Upper Oso Damsite -- Rio Amargo Damsite -- Lower Oso Damsite -- Edith Damsite. Sheet 6 shows 4 sections","CU Libraries holds Sheet 1 only","""Mapped, edited, and published by the Geological Survey.""","""Control by USGS and USC&GS.""","""Topography from aerial photographs by Kelsh plotter. Aerial photographs taken 1952. Field checked 1955 [-57].""","""Contour interval on land 20 feet. Contour interval on river surface 5 feet. Datum is mean sea level.""","""Interior-Geological Survey. Washington, D.C.-1961-NS M.R. 4881.""","""Improved roads shown by solid lines; unimproved roads shown by dashed lines.""","Shows ranges and townships","Maps numbered sheet 1 through sheet 6, each with ""Location map.""","","","","","","","","","Water resources development--Colorado--Archuleta County--Maps","Water resources development--New Mexico--Rio Arriba County--Maps","lcsh","Navajo River (Archuleta, Colorado, United States, North America) (stream)","GNIS: 184550","","","","","","","","Maps","Topographic maps","","","lcgft","Scale 1:24,000 or 1 in. = 2000 ft.","","","","","(W 107°10ʹ--W 106°40ʹ/N 37°11ʹ--N 36°54ʹ)","","","","","","","","","","","maps_coHistorical_navajoRiverDamsites_1955_d.jpg","local","Catalog record: https://libraries.colorado.edu/record=b10161668","Jerry Crail Johnson Earth Sciences & Map Library","current","G4312.N25 C222 1955 .U5","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","129","4742","maps_coHistorical_navajoRiverDamsites_1955_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~129~232477"
"Colorado Historical Maps","Prather's aerial view of the Rocky Mountain National, Estes, Park [Colorado] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","","Geographic","http://id.loc.gov/authorities/names/n79018774","","","","","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","","","reformatted digital","","","","","","","","","","","","","","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","maps_coHistorical_prathersRMN1922.jp2","","Catalog record: https://libraries.colorado.edu/record=b9520348","Jerry Crail Johnson Earth Sciences & Map Library","current","G4312.R6A5 1922 .P3","","[Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.]","","","","164","4742","maps_coHistorical_prathersRMN1922.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~164~287172"
"Colorado Historical Maps","Rand, McNally & Co.'s Colorado","","Rand, McNally & Company's Colorado","","","","","","Rand McNally and Company","","Rand McNally and Company","","","http://id.loc.gov/authorities/names/n79150315","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Chicago (Ill.)","Geographic","http://id.loc.gov/authorities/names/n78086438","Rand, McNally & Co.","","","1906","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 46 x 65 cm, on sheet 54 x 72 cm, folded in cover 17 x 11 cm","reformatted digital","","Relief shown by hachures and spot heights.","""Rand, McNally & Co. ... 1906"" at bottom margin. ""Copyright, 1905, by Randy, McNally & Co."" below bar scale.","Includes index to chief cities with population in thousands.","Shows drainage, settlements, townships, counties, railroads, etc. Upper left corner has list of Colorado railroads, printed over map in red ink.","""Rand, McNally & Co.'s new business atlas of Colorado.""--Lower left.","""Rand, McNally & Co.'s series of indexed pocket maps""--Back cover.","CU Libraries copy has back cover attached but lacks front cover.","","","","","Railroads--Colorado--Maps","","","","","","","","","","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:1,013,760. 16 miles = 1 in","","","","","W 109°07ʹ--W 102°00ʹ/N 41°00ʹ--N 37°ʹ","","","","","","","","","","","maps_coHistorical_randMcNally1906_front_d.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10132779~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1906 .R3","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","68","4557","maps_coHistorical_randMcNally1906_front_d.jp2|maps_coHistorical_randMcNally1906_back_d.jp2",""
"Colorado Historical Maps","Reference map of the State of Colorado","","","","","","","","Williamson-Haffner Co.","","Williamson-Haffner Co.","","","http://id.loc.gov/authorities/names/nr2006009026","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Williamson-Haffner Eng. Co.","","","1910","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 37 x 49 cm, on sheet 44 x 64 cm, folded to 14 x 8 cm","reformatted digital","","Relief shown by hachures.","Includes ""key to map"" index of cities and towns.","Shows towns, roads, railroads, land grants, natural features, township and range.","","","","","","","","","","","","","","","","","","","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:1,330,560","","","","","W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00""","","","","","","","","","","","maps_coHistorical_refWillHaffner1910_front_d.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10132672~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1910 .W5","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","62","4557","maps_coHistorical_refWillHaffner1910_front_d.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~62~189740"
"Colorado Historical Maps","Road and trail map of Estes Park and vicinity, Colorado","","","","","","","","Clatworthy, Fred Payne","1875-1953","Clatworthy, Fred Payne, 1875-1953","","","http://id.loc.gov/authorities/names/no2009031246","Babcock, Dean","1888-1969","Babcock, Dean,|d1888-1969","","http://id.loc.gov/authorities/names/no2004026198","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Estes Park (Colo.)","Geographic","http://id.loc.gov/authorities/names/n81007264","F.P. Clatsworthy","","","1915","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map; 32 x 46 cm, folded in cover to 16 x 8 cm","reformatted digital","","Relief shown by hachures and spot heights.","Index to hotels, lakes, falls, peaks, etc. to left of map.","Shows boundary of Rocky Mountain National Park.","","","","","","","","","","","","","","","","","","","lcsh","Estes Park (Larimer, Colorado, United States, North America) (populated place)","GNIS: 204674","","","","","","","","","","","Maps","lcgft","Scale 1:126,720. 1 inch to 2 miles","","","","","W 105°52'15""--W 105°23'40""/N 40°29'10""--N 40°11'08""","Larimer County (Colorado, United States, North America) (civil)","GNIS: 198150","","","","","","","","","maps_coHistorical_estesPark1915_front_d.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10132771~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4314.E8P2 1915 .C5","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","65","4557","maps_coHistorical_estesPark1915_front_d.jp2|maps_coHistorical_estesPark1915_back_d.jp2",""
"Colorado Historical Maps","Road and trail map, Boulder County, Colorado ","","","","","","","","Boase, Art","","Boase, Art","cartographer","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Boulder (Colo.)]","Geographic","http://id.loc.gov/authorities/names/n79091289","[Publisher not identified]","","","Circa 1920","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: blueline; 65 x 82 cm, on sheet 68 x 84 cm","reformatted digital","","Relief shown by hachures and spot heights","Date derived from a printed version of this map showing copyright 1920","Shows primary and secondary roads, trails, forest boundaries, national park boundaries, lakes, railroads, and coal mines. Includes township, range, and sections","Blueline print","""Drawn by Art Boase, Boulder. Copyright applied for.""--Upper right corner","","","","","","","","","","","","","","","Roads--Colorado--Boulder County--Maps","Trails--Colorado--Boulder County--Maps","lcsh","Boulder County (Colorado, United States, North America) (civil)","GNIS: 198122","","","","","","","","Maps","Road maps","","","lcgft","Scale approximately 1:72,800","","","","","W 105°41'39""--W 105°03'00""/N 40°15'46""--N 39°54'42""","","","","","","","","","","","maps_coHistorical_boulderRoadTrail1920.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10148358~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6P2 1920 .B6","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","84","4626","maps_coHistorical_boulderRoadTrail1920.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~84~191672"
"Colorado Historical Maps","","","Motorists guide, Rocky Mountain National Park 1931","","","","","Rocky Mountain National Park Motorist's Guide: 1931","United States. National Park Service","","United States. National Park Service","","","http://id.loc.gov/authorities/names/n79022809","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Washington (D.C.)","Geographic","http://id.loc.gov/authorities/names/n79018774","National Park Service","","","1931","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 54 x 43 cm, on sheet 74 x 64 cm, folded to 25 x 13 cm.","reformatted digital","","Relief shown by hachures and spot heights.","Inset maps: ""Map showing all routes to Rocky Mountain National Park,"" and ""Automobile routes"" in the Rocky Mountain western United States.","Verso: Text describing the park, mileage log, peaks, facilities, and travel.","","","","","","","","","Recreation areas--Colorado--Rocky Mountain National Park--Maps","","","","","","","","","","lcsh","Rocky Mountain National Park (Larimer, Colorado, United States, North America) (national park)","GNIS: 204948","","","","","","","","","","","Maps","lcgft","Scale approximately 1:86,000","","","","","W 105°54ʹ--W 105°30ʹ/N 40ʹ33ʹ--N 40°10ʹ","","","","","","","","","","","maps_coHistorical_motoristsGuide1931_front_d.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10132671~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4312.R6P2 1931 .U5","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","61","4557","maps_coHistorical_motoristsGuide1931_front_d.jp2|maps_coHistorical_motoristsGuide1931_back_d.jp2",""
"Colorado Historical Maps","","","Map of Colorado","","","","","Sketch map of Colorado","Clason Map Co.","","","","","http://id.loc.gov/authorities/names/nr98013404","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","The Co.","","","1907","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map; 19 x 25 cm, folded in covers to 9 x 5 cm","reformatted digital","","Relief shown by hachures.","Cover title: Map of Colorado.","On verso: index to towns with population, elevation, and key.","Back cover printed as business card for P.H. Brame, specialty man with Clason Map Co.","C.U. Libraries copy has back cover printed as business card for ""John H. Southard, Manager Sales Dept., The Clason Map Co. ...""","","","","","","","","","","","","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:2,400,000 1 inch to approximately 40 miles","","","","","W 109°--W 102°/N 41°--N 37°","","","","","","","","","","","maps_coHistorical_sketch_colorado1907.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10154069~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1907 .C5","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","75","4557","maps_coHistorical_sketch_colorado1907.jp2|maps_coHistorical_sketch_colorado1907_back.jp2",""
"Colorado Historical Maps","South Eldora, Boulder County, Colorado","","","","","","","","Peck, W. A.","","Peck, W. A. (Civil engineer)","","","http://id.loc.gov/authorities/names/no2019005562","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Eldora (Colo.)","Geographic","http://id.loc.gov/authorities/names/n88159790","W. A. Peck","","","[1898]","","","[1898]","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: blueprint; 29 x 45 cm, on sheet 33 x 50 cm","reformatted digital","",""" ... 25 day of May A.D. 1898 ...""--date of filing recorded by County of Boulder recorder.","Blueprint, negative","""W. A. Peck, Civil Eng. Eldora Colo.""--lower left","Shows block and lot numbers from May St. in the west to Race St. in the east, and from Eldora St. in the north to Granite Ave. in the south, showing Grand View St. in the center.",""" ... August Mantzing [i.e., Muntzing], has laid out the parcel of land designated upon this plat being a part of S. E. 1/4 Sec. 22 T. 1 S. R. 73 W. of the P. M. in Boulder County Colorado and does hereby designate and name South Eldora and does hereby grant to the said South Eldora the perpetual right of way for public highways over all streets, avenues and alleys on the plat represented. [signature of August Muntzing]""--lower right.","""S. 89°22' E. 487.5 ft. N. E. Cor. S W. 1/4 of the S. E. 1/4 Sec. 22 T. 1 S. R. 73 W. of the 6th P. M.""","Includes text and signatures for county of Boulder recorder and deputy, and Washington County clerk and recorder.","","","","","Real property--Colorado--Eldora--Maps","","","","","","","","","","lcsh","Eldorado Springs (Boulder, Colorado, United States, North America) (populated place)","GNIS: 181177","","","","","","","","","","","Maps","lcgft","Scale approximately 1:1200. 100 ft. = 1 in.","","","","","","","","","","","","","","","","maps_coHistorical_southEldora1898.jp2","local","Catalog record: https://libraries.colorado.edu/record=b10267998","Jerry Crail Johnson Earth Sciences & Map Library","current","G4314.E45G46 1898 .S6","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","88","4718","maps_coHistorical_southEldora1898.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~88~223193"
"Colorado Historical Maps","South Eldora, Boulder County, Colo.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","","Geographic","http://id.loc.gov/authorities/names/n79018774","","","","","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","","","reformatted digital","","","","","","","","","","","","","","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","[none]","","Catalog record: https://libraries.colorado.edu/record=b10267998","Jerry Crail Johnson Earth Sciences & Map Library","current","G4314.E45G46 1898 .S6","","[Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.]","","","","94","4742","","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~94~"
"Colorado Historical Maps","South Eldora, Boulder County, Colo.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","","Geographic","http://id.loc.gov/authorities/names/n79018774","","","","","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","","","reformatted digital","","","","","","","","","","","","","","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","[none]","","Catalog record: https://libraries.colorado.edu/record=b10267998","Jerry Crail Johnson Earth Sciences & Map Library","current","G4314.E45G46 1898 .S6","","[Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.]","","","","151","4742","","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~151~"
"Colorado Historical Maps","State of Colorado","","","","","","","","United States. General Land Office","","United States. General Land Office","","","http://id.loc.gov/authorities/names/n80125848","Ruh, H.","","Ruh, H.","compilers (makers of works)","http://id.loc.gov/authorities/names/no2007030805","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Washington (D.C.)]","Geographic","http://id.loc.gov/authorities/names/n79018774","General Land Office","","","1934","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 74 x 86 cm","reformatted digital","","Relief shown by shading, hachures, and spot heights.","Shows county boundaries; land district boundaries; private land grants; national forests; Indian reservations; Bureau of Reclamation projects; military and naval oil shale reserves; national parks, monuments and fisheries reservations; and townships not subdivided.","Lambert conformal conic projection, based on parallels 33° and 45°.","","","","","","","","","Public lands--Colorado--Maps","","","","","","","","","","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale 1:760,320, 1 inch = 12 miles","","","","","W 109°--W 107°/N 41°--N 37°","","","","","","","","","","","maps_coHistorical_Interior_1934.jp2","local","Catalog record: http://libraries.colorado.edu/record=b3788279~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1934 .U51","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","32","4545","maps_coHistorical_Interior_1934.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~32~151304"
"Colorado Historical Maps","State of Colorado : compiled from the official records of the General land office and other sources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","","Geographic","http://id.loc.gov/authorities/names/n79018774","","","","","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","","","reformatted digital","","","","","","","","","","","","","","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","maps_coHistorical_stateofColorado1910.jp2","","Catalog record: https://libraries.colorado.edu/record=b10148431","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1910 .U5","","[Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.]","","","","187","4742","","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~187~"
"Colorado Historical Maps","State of Colorado, compiled from the official records of the General Land Office and other sources under the direction of Frank Bond","","","","","","","","Dinsmore, A. F.","","Dinsmore, A. F.","","","http://id.loc.gov/authorities/names/no89009637","Bond, Frank","1856-1940","Bond, Frank, 1856-1940","","http://id.loc.gov/authorities/names/no00040114","Bauman, Wm.","","Bauman, Wm. (William)","http://id.loc.gov/authorities/names/no2002013802","United States. General Land Office","","United States. General Land Office","http://id.loc.gov/authorities/names/n80125848","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Washington (D.C.)","Geographic","http://id.loc.gov/authorities/names/n79018774","U.S. General Land Office","","","1905","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 72 x 85 cm","reformatted digital","","Relief shown by shading.","Insets: City of Denver.--Cripple Creek.--Leadville.","""Traced and lettered by Wm. Bauman, Jr.""","","","","","","","","","","","","","","","","","","","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale 1:760,320, 1 inch to 12 miles","","","","","W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00""","","","","","","","","","","","maps_coHistorical_Interior_1905.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10022865~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1905 .D6","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","9","4545","maps_coHistorical_Interior_1905.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~9~151305"
"Colorado Historical Maps","State of New Mexico","","","","","","","","United States. General Land Office","","United States. General Land Office","","","http://id.loc.gov/authorities/names/n80125848","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Washington (D.C.)]","Geographic","http://id.loc.gov/authorities/names/n79018774","","Dept. of the Interior, General Land Office","The Eckert Lithographing Company","1912","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map : color ; 92 x 78 cm","reformatted digital","","Longitude given in degrees west of Greenwich and in degrees west of Washington","Relief shown by shading and hachures","Shows reclamation projects","","","","","","","","","","","","","","","","","","","","New Mexico (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n79005595","","","","","","","","","","","Maps","lcgft","Scale [1:760,320]. 1 in. = 12 miles","","","","","(W 109⁰03ʹ--W 103⁰/N 37⁰--N 31⁰20ʹ)","","","","","","","","","","","maps_coHistorical_newMexico1912.jp2","local","Catalog record: https://libraries.colorado.edu/record=b3381405","Jerry Crail Johnson Earth Sciences & Map Library","current","G4320 1912 .U5","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","160","4742","maps_coHistorical_newMexico1912.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~160~223200"
